Data ke,Suhu Min,Suhu Max,Curah Hujan (mm),Kategori Curah Hujan,Kategori Hujan (num),Arah Angin,Actual Class,Predicted Class,Execution Time
707,24.2,34.6,0.0,4.0,0.0,4.0,0,0,0.5652904510498047
708,24.0,32.0,2.1,1.0,1.0,1.0,2,0,0.5629062652587891
709,24.8,30.4,0.0,4.0,0.0,1.0,2,0,0.5993843078613281
710,23.8,34.0,4.5,1.0,1.0,1.0,2,0,0.5574226379394531
711,23.8,32.0,3.5,1.0,1.0,1.0,2,0,0.6117820739746094
712,23.9,34.6,0.0,4.0,0.0,1.0,0,0,0.5898475646972656
713,24.2,33.0,0.0,4.0,0.0,3.0,0,0,0.5476474761962891
714,25.0,33.6,0.0,4.0,0.0,1.0,0,0,0.5655288696289062
715,24.0,34.7,0.0,4.0,0.0,1.0,0,0,0.5807876586914062
716,24.0,33.4,8.1,1.0,1.0,6.0,2,0,0.5838871002197266
717,24.1,33.8,5.5,1.0,1.0,1.0,0,0,0.6563663482666016
718,24.4,34.0,9.7,1.0,1.0,1.0,0,0,0.6575584411621094
719,24.5,34.2,0.0,4.0,0.0,1.0,0,0,0.5977153778076172
720,24.8,33.0,0.0,4.0,0.0,1.0,0,0,0.5705356597900391
721,23.4,33.0,13.0,1.0,1.0,1.0,2,0,0.6694793701171875
722,23.5,32.6,0.0,4.0,0.0,1.0,2,0,0.6127357482910156
723,24.8,34.0,0.0,4.0,0.0,1.0,0,0,0.5857944488525391
724,24.2,34.8,0.0,4.0,0.0,4.0,0,0,0.5731582641601562
725,24.4,34.7,1.8,1.0,1.0,7.0,2,0,0.644683837890625
726,23.8,34.6,61.0,0.0,3.0,4.0,0,0,0.5853176116943359
727,24.2,30.0,6.0,1.0,1.0,7.0,2,0,0.5743503570556641
