Data ke,Suhu Min,Suhu Max,Curah Hujan (mm),Kategori Curah Hujan,Kategori Hujan (num),Arah Angin,Actual Class,Predicted Class,Execution Time,Arduino Prediction,Arduino Execution Time
583,23.8,35.2,0.0,4.0,0.0,1.0,2,0,0.00015497207641601562,0,0.035445
584,23.6,34.4,0.0,4.0,0.0,4.0,2,0,0.00015616416931152344,0,0.035371
585,23.4,33.6,0.0,4.0,0.0,1.0,2,0,0.00015497207641601562,0,0.035419
586,22.2,34.2,0.0,4.0,0.0,1.0,2,0,0.00015807151794433594,0,0.035376
587,21.4,34.0,0.0,4.0,0.0,1.0,2,0,0.0001537799835205078,0,0.035347
588,18.2,34.8,0.0,4.0,0.0,1.0,2,0,0.0001537799835205078,0,0.035346
589,18.0,33.6,0.0,4.0,0.0,4.0,2,0,0.00015401840209960938,0,0.035318
590,18.2,33.0,0.0,4.0,0.0,1.0,2,0,0.00015687942504882812,0,0.035386
591,20.0,33.6,0.0,4.0,0.0,1.0,2,0,0.00015306472778320312,0,0.035362
592,21.4,34.0,0.0,4.0,0.0,1.0,2,0,0.00015497207641601562,0,0.035351
593,22.2,34.0,0.0,4.0,0.0,4.0,2,0,0.00015211105346679688,0,0.035329
594,23.4,34.0,0.0,4.0,0.0,4.0,0,0,0.0001552104949951172,0,0.035352
595,20.4,31.4,0.0,4.0,0.0,4.0,2,0,0.00015497207641601562,0,0.035396
596,21.0,33.0,0.0,4.0,0.0,4.0,2,0,0.0001552104949951172,0,0.035317
597,21.0,32.6,0.0,4.0,0.0,4.0,2,0,0.0001537799835205078,0,0.035364
598,23.0,33.0,0.0,4.0,0.0,4.0,2,0,0.00015115737915039062,0,0.035365
599,21.4,33.4,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035338
600,20.6,33.2,0.0,4.0,0.0,1.0,2,0,0.00015306472778320312,0,0.035392
601,22.6,33.8,0.0,4.0,0.0,1.0,2,0,0.00015306472778320312,0,0.035401
602,24.3,33.6,0.0,4.0,0.0,4.0,0,0,0.0001609325408935547,0,0.035382
603,24.3,34.0,0.0,4.0,0.0,1.0,2,0,0.0001537799835205078,0,0.035413
604,23.6,34.4,0.0,4.0,0.0,0.0,2,0,0.00015497207641601562,0,0.035314
605,23.8,34.6,0.0,4.0,0.0,4.0,0,0,0.00015115737915039062,0,0.03538
606,24.0,34.2,0.0,4.0,0.0,4.0,2,0,0.00015282630920410156,0,0.03537
607,24.8,33.8,0.0,4.0,0.0,4.0,0,0,0.00015091896057128906,0,0.035382
608,23.6,34.2,0.0,4.0,0.0,4.0,0,0,0.00015425682067871094,0,0.035365
609,23.0,33.7,0.0,4.0,0.0,4.0,2,0,0.00015592575073242188,0,0.035326
610,21.7,34.0,0.0,4.0,0.0,0.0,2,0,0.00015497207641601562,0,0.035281
611,20.4,34.8,0.0,4.0,0.0,4.0,2,0,0.0001537799835205078,0,0.03533
612,20.6,34.4,0.0,4.0,0.0,0.0,2,0,0.00015497207641601562,0,0.035255
613,22.6,34.8,0.0,4.0,0.0,0.0,2,0,0.0001537799835205078,0,0.035279
614,23.6,34.8,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035374
615,24.4,34.7,0.0,4.0,0.0,1.0,2,0,0.00015282630920410156,0,0.035432
616,22.4,34.5,0.0,4.0,0.0,1.0,2,0,0.0001518726348876953,0,0.035373
617,22.4,34.8,0.0,4.0,0.0,1.0,2,0,0.00015401840209960938,0,0.03539
618,22.0,34.2,0.0,4.0,0.0,1.0,2,0,0.00015091896057128906,0,0.035389
619,21.8,34.6,0.0,4.0,0.0,0.0,2,0,0.00015592575073242188,0,0.035302
620,22.2,34.7,0.0,4.0,0.0,0.0,2,0,0.00015306472778320312,0,0.035271
621,23.5,35.0,0.0,4.0,0.0,1.0,0,0,0.0001537799835205078,0,0.035399
622,23.0,34.4,0.0,4.0,0.0,4.0,2,0,0.00015211105346679688,0,0.035326
623,24.0,34.2,0.0,4.0,0.0,1.0,2,0,0.00017404556274414062,0,0.035408
624,23.2,34.4,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035381
625,23.4,34.0,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035393
626,22.8,35.2,0.0,4.0,0.0,4.0,2,0,0.00015497207641601562,0,0.035374
627,23.4,34.4,0.0,4.0,0.0,4.0,2,0,0.00015401840209960938,0,0.035364
628,23.4,33.8,0.0,4.0,0.0,4.0,0,0,0.00015211105346679688,0,0.035348
629,25.4,35.8,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035396
630,25.3,33.4,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035438
631,23.8,37.2,1.0,1.0,1.0,1.0,0,0,0.00015115737915039062,0,0.03555
632,23.4,37.1,0.0,4.0,0.0,4.0,0,0,0.00015783309936523438,0,0.035414
633,23.8,36.6,0.0,4.0,0.0,4.0,0,0,0.00015425682067871094,0,0.035416
634,25.6,35.2,0.0,4.0,0.0,4.0,0,0,0.00015473365783691406,0,0.035427
635,24.4,34.6,0.0,4.0,0.0,4.0,2,0,0.00015997886657714844,0,0.035396
636,22.3,35.4,0.0,4.0,0.0,6.0,0,0,0.00015091896057128906,0,0.035339
637,22.4,35.6,0.0,4.0,0.0,4.0,0,0,0.00015401840209960938,0,0.035375
638,22.6,33.4,0.0,4.0,0.0,4.0,2,0,0.00015687942504882812,0,0.035365
639,24.0,35.4,0.0,4.0,0.0,4.0,0,0,0.00015425682067871094,0,0.035396
640,25.0,36.7,0.0,4.0,0.0,4.0,0,0,0.00015497207641601562,0,0.035394
641,23.6,36.2,0.0,4.0,0.0,0.0,0,0,0.0001552104949951172,0,0.035369
642,24.0,35.8,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035455
643,24.2,36.4,0.0,4.0,0.0,1.0,0,0,0.0001552104949951172,0,0.035459
644,23.1,36.4,0.0,4.0,0.0,0.0,0,0,0.00015497207641601562,0,0.035361
645,24.2,35.6,0.0,4.0,0.0,4.0,0,0,0.00015282630920410156,0,0.035418
646,24.8,37.0,0.0,4.0,0.0,0.0,0,0,0.00015783309936523438,0,0.035329
647,23.4,37.4,0.0,4.0,0.0,0.0,0,0,0.00015616416931152344,0,0.035339
648,24.0,35.8,0.0,4.0,0.0,0.0,0,0,0.0001552104949951172,0,0.035355
649,24.2,36.2,0.0,4.0,0.0,1.0,0,0,0.00015497207641601562,0,0.035448
650,22.4,35.6,0.0,4.0,0.0,4.0,0,0,0.00015497207641601562,0,0.035377
651,23.8,35.6,0.0,4.0,0.0,0.0,0,0,0.00015783309936523438,0,0.035374
652,23.0,35.8,0.0,4.0,0.0,0.0,0,0,0.00015616416931152344,0,0.035324
653,24.0,36.4,0.0,4.0,0.0,1.0,0,0,0.0001621246337890625,0,0.035442
654,24.2,36.2,0.0,4.0,0.0,0.0,0,0,0.00015616416931152344,0,0.035349
655,25.0,36.4,0.0,4.0,0.0,0.0,0,0,0.00015783309936523438,0,0.035342
656,24.7,35.2,0.0,4.0,0.0,0.0,0,0,0.00015091896057128906,0,0.035363
657,23.3,35.6,0.0,4.0,0.0,1.0,0,0,0.00015091896057128906,0,0.035442
658,23.4,37.4,0.0,4.0,0.0,0.0,0,0,0.00015211105346679688,0,0.03534
659,25.0,37.6,0.0,4.0,0.0,0.0,0,0,0.00015211105346679688,0,0.035342
660,25.2,37.4,0.0,4.0,0.0,4.0,0,0,0.00015616416931152344,0,0.035389
661,25.6,38.0,0.0,4.0,0.0,4.0,0,0,0.00015211105346679688,0,0.035425
662,24.0,38.0,0.0,4.0,0.0,4.0,0,0,0.0001552104949951172,0,0.035391
663,25.3,37.2,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035437
664,24.2,36.8,0.0,4.0,0.0,4.0,0,0,0.00015401840209960938,0,0.035392
665,25.4,36.6,0.0,4.0,0.0,4.0,0,0,0.00015115737915039062,0,0.035408
666,25.6,36.0,0.0,4.0,0.0,1.0,0,0,0.00015211105346679688,0,0.035455
667,25.2,37.2,0.0,4.0,0.0,0.0,0,0,0.00015783309936523438,0,0.03534
668,25.8,36.8,0.0,4.0,0.0,4.0,0,0,0.0001552104949951172,0,0.035393
669,25.4,36.4,0.0,4.0,0.0,4.0,0,0,0.0001537799835205078,0,0.035387
670,26.0,36.3,0.0,4.0,0.0,4.0,0,0,0.00015211105346679688,0,0.035383
671,25.1,35.0,0.0,4.0,0.0,0.0,0,0,0.00015306472778320312,0,0.035362
672,25.2,37.2,0.0,4.0,0.0,4.0,0,0,0.00015115737915039062,0,0.035406
673,25.6,37.0,0.0,4.0,0.0,0.0,0,0,0.00015020370483398438,0,0.035356
674,24.8,36.2,0.0,4.0,0.0,0.0,0,0,0.00015163421630859375,0,0.035344
675,25.5,35.6,0.0,4.0,0.0,1.0,0,0,0.00015592575073242188,0,0.035447
676,24.5,36.2,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035401
677,25.5,37.0,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035432
678,25.4,36.4,0.0,4.0,0.0,1.0,0,0,0.0001590251922607422,0,0.035454
679,24.6,35.4,7.5,1.0,1.0,1.0,0,0,0.00015306472778320312,0,0.035544
680,26.2,36.2,0.0,4.0,0.0,4.0,0,0,0.00015497207641601562,0,0.035394
681,25.5,35.2,0.0,4.0,0.0,1.0,0,0,0.0001537799835205078,0,0.03544
682,26.6,34.8,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035448
683,26.5,34.6,0.0,4.0,0.0,6.0,0,0,0.0001537799835205078,0,0.035362
684,25.4,34.2,2.0,1.0,1.0,1.0,0,0,0.0001537799835205078,0,0.035538
685,25.4,35.6,0.0,4.0,0.0,0.0,0,0,0.00015401840209960938,0,0.035351
686,25.1,35.8,0.0,4.0,0.0,4.0,0,0,0.0001537799835205078,0,0.035397
687,25.4,35.2,0.0,4.0,0.0,1.0,0,0,0.00015497207641601562,0,0.03546
688,26.0,35.6,0.0,4.0,0.0,1.0,0,0,0.00015115737915039062,0,0.035455
689,25.2,33.8,10.6,1.0,1.0,4.0,0,0,0.0001518726348876953,0,0.035502
690,25.0,32.8,6.7,1.0,1.0,1.0,0,0,0.00015807151794433594,0,0.035528
691,23.2,31.6,52.7,0.0,3.0,1.0,2,0,0.00015401840209960938,0,0.035499
692,25.0,33.6,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035418
693,23.3,33.8,7.6,1.0,1.0,1.0,2,0,0.0001590251922607422,0,0.035512
694,24.4,34.5,0.6,1.0,1.0,1.0,0,0,0.00015091896057128906,0,0.035545
695,23.4,33.6,1.6,1.0,1.0,1.0,2,0,0.00015425682067871094,0,0.03555
696,23.8,32.2,0.0,4.0,0.0,1.0,2,0,0.00015425682067871094,0,0.035495
697,23.0,35.6,29.0,3.0,2.0,7.0,0,0,0.00015401840209960938,0,0.035419
698,25.0,36.4,0.0,4.0,0.0,4.0,0,0,0.0001552104949951172,0,0.03538
699,25.8,37.6,0.0,4.0,0.0,4.0,0,0,0.00015306472778320312,0,0.035419
700,25.6,36.4,0.0,4.0,0.0,1.0,0,0,0.00015497207641601562,0,0.035431
701,24.6,34.0,20.5,3.0,2.0,1.0,0,0,0.00015807151794433594,0,0.035486
702,25.1,35.8,0.0,4.0,0.0,1.0,0,0,0.00015616416931152344,0,0.035444
703,24.0,35.2,0.0,4.0,0.0,1.0,0,0,0.00015425682067871094,0,0.03544
704,24.8,34.4,0.0,4.0,0.0,1.0,0,0,0.00016188621520996094,0,0.035434
705,23.4,35.6,1.2,1.0,1.0,5.0,0,0,0.00015115737915039062,0,0.035492
706,23.2,35.4,8.3,1.0,1.0,4.0,0,0,0.0001537799835205078,0,0.035483
707,24.2,34.6,0.0,4.0,0.0,4.0,0,0,0.0001518726348876953,0,0.035371
708,24.0,32.0,2.1,1.0,1.0,1.0,2,0,0.00015282630920410156,0,0.035589
709,24.8,30.4,0.0,4.0,0.0,1.0,2,0,0.00015282630920410156,0,0.035418
710,23.8,34.0,4.5,1.0,1.0,1.0,2,0,0.00015091896057128906,0,0.035473
711,23.8,32.0,3.5,1.0,1.0,1.0,2,0,0.00015425682067871094,0,0.035585
712,23.9,34.6,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035429
713,24.2,33.0,0.0,4.0,0.0,3.0,0,0,0.00015687942504882812,0,0.035347
714,25.0,33.6,0.0,4.0,0.0,1.0,0,0,0.0001537799835205078,0,0.035418
715,24.0,34.7,0.0,4.0,0.0,1.0,0,0,0.00015401840209960938,0,0.035419
716,24.0,33.4,8.1,1.0,1.0,6.0,2,0,0.0001556873321533203,0,0.035443
717,24.1,33.8,5.5,1.0,1.0,1.0,0,0,0.00015616416931152344,0,0.035496
718,24.4,34.0,9.7,1.0,1.0,1.0,0,0,0.00015616416931152344,0,0.035525
719,24.5,34.2,0.0,4.0,0.0,1.0,0,0,0.00015997886657714844,0,0.035423
720,24.8,33.0,0.0,4.0,0.0,1.0,0,0,0.00015306472778320312,0,0.035415
721,23.4,33.0,13.0,1.0,1.0,1.0,2,0,0.0001552104949951172,0,0.03555
722,23.5,32.6,0.0,4.0,0.0,1.0,2,0,0.00015211105346679688,0,0.035435
723,24.8,34.0,0.0,4.0,0.0,1.0,0,0,0.00015425682067871094,0,0.035428
724,24.2,34.8,0.0,4.0,0.0,4.0,0,0,0.00015497207641601562,0,0.035375
725,24.4,34.7,1.8,1.0,1.0,7.0,2,0,0.00015425682067871094,0,0.035492
726,23.8,34.6,61.0,0.0,3.0,4.0,0,0,0.0001518726348876953,0,0.035392
727,24.2,30.0,6.0,1.0,1.0,7.0,2,0,0.00015425682067871094,0,0.035444
